-492.4499613444,462.3151550293,-6.0235277812,
-491.0788574219,460.9383036296,-6.0446853638,
-495.6617940267,461.0278320313,-6.2254803975,
-491.7563883464,459.9823303223,-0.6318804423,
-492.4482930501,458.6807963053,-3.5205383301,
-491.120686849,459.9552001953,-3.3488616943,
-494.9825948079,458.3494466146,-6.4183146159,
-491.7440999349,463.9371948242,-5.9088338216,
-490.4013264974,461.8942769368,-3.2358907064,
-490.3311665853,463.5434468587,-3.2130101522,
-495.0136108398,466.9955546061,-5.9665578206,
-498.1960957845,463.2897847493,-6.1699447632,
-491.7734476725,466.3556416829,-5.9073994954,
-490.4431559245,460.9111735026,-0.5400670369,
-489.3576863607,461.3574320475,2.1769142151,
-490.3028361003,464.2095133464,-0.5171864827,
-489.0517985026,464.1563110352,2.1769142151,
-488.0364888509,462.9533996582,2.1769142151,
-491.8125915527,458.6536661784,2.1769142151,
-492.5044962565,457.3521321615,-0.7117436727,
-496.8125101725,470.5010986328,-6.0525856018,
-487.3792419434,469.2778320313,-5.9059855143,
-489.0525512695,467.2464192708,-5.9056765238,
-489.7004699707,472.4573771159,-5.9537747701,
-494.6139424642,473.65918986,-6.0412165324,
-491.2569885254,456.9655659993,2.1769142151,
-489.4796142578,458.7133585612,2.1769142151,
-497.5168965658,455.4247843424,-6.5072962443,
-484.950592041,468.9423522949,-5.8958142598,
-484.6782023112,467.5010986328,-5.8908004761,
-486.4642028809,466.0592956543,-3.2112871806,
-485.7695414225,466.7026570638,-0.5171864827,
-487.7438354492,465.4408365885,-5.9053878784,
-485.1034749349,466.6743570964,-3.2065823873,
-483.1271972656,471.2751871745,-5.8666865031,
-485.0559285482,475.3741048177,-5.9435691833,
-489.2005513509,476.2208150228,-6.0204861959,
-483.2332661947,467.4397074382,-5.8804499308,
-480.9482014974,468.5286458333,-5.9712893168,
-480.5697428385,470.9228719076,-5.9525121053,
-486.4927978516,465.3876342773,-0.5171864827,
-485.7981363932,466.0309956868,2.1769142151,
-487.7724304199,464.7691752116,-3.2112871806,
-489.0234680176,464.8223775228,-0.5171864827,
-484.3814697266,465.2979329427,2.1769142151,
-485.3118591309,463.5048624674,2.1769142151,
-483.6585388184,466.6129659017,-3.196231842,
-482.8796691895,466.5798746745,-0.5068359375,
-482.1290690104,465.8751118978,-0.5068359375,
-480.9799296061,465.1532084147,-5.9794998169,
-482.1573384603,465.2034403483,-3.1992645264,
-479.4454650879,466.9469095866,-6.0673065186,
-482.9079386393,465.908203125,2.1769142151,
-495.5030110677,452.936920166,-6.4981778463,
-492.4131062826,454.1734822591,-6.4138832092,
-491.9488932292,455.6640319824,-3.5252253215,
-497.9811096191,448.7476196289,-6.4743156433,
-491.3461405436,451.2501118978,-6.3900210063,
-494.4360453288,447.4202473958,-6.4413350423,
-491.3370869954,455.3045959473,-0.6365674337,
-478.4190266927,449.3169657389,-6.1707077026,
-474.8006490072,451.6643676758,-6.1374613444,
-483.8827921549,452.1044311523,-6.174282074,
-482.9592285156,454.6151021322,-3.3608004252,
-478.9919840495,456.4282735189,-0.5473187764,
-476.2971700033,456.2650044759,-6.1077893575,
-478.9077657064,458.4064737956,-3.327554067,
-479.342590332,446.8062947591,-3.6631418864,
-476.8382873535,446.6945292155,-1.0663274129,
-474.4594217936,443.7723286947,-3.6004193624,
-472.0966593424,442.2588602702,-6.1345113118,
-468.0953470866,445.9924825033,-6.1936594645,
-469.3440348307,449.9651184082,-6.2231356303,
-484.3511962891,447.0298258464,-3.7180302938,
-487.3106587728,449.7055257161,-6.3148447673,
-479.4678446452,443.9958496094,1.5269126892,
-486.8554992676,447.14159139,-1.1212158203,
-486.9805603027,444.3311258952,1.5269126892,
-484.6015116374,441.4089152018,1.5269126892,
-474.5848592122,440.9618937174,-1.0071792603,
-477.0889790853,441.0736490885,1.5269126892,
-486.8422546387,454.7801310221,-0.6365674337,
-485.6766866048,456.8873596191,2.1769142151,
-481.7094421387,458.7005310059,2.1769142151,
-489.1529541016,389.1899820964,-4.7567596436,
-487.762105306,388.7241821289,-3.9262313843,
-490.1719258626,387.1386820475,-4.7353693644,
-487.8386942546,387.9109802246,-3.1213823954,
-487.4174499512,387.0506083171,-3.9096768697,
-486.9667867025,386.5056050618,-4.6931355794,
-488.4070027669,385.3146769206,-4.6882998149,
-489.0138549805,390.6669108073,-4.8124567668,
-487.6230061849,390.2011108398,-3.9819285075,
-489.7044576009,392.4715677897,-4.8515993754,
-492.155863444,393.9614054362,-4.838306427,
-494.1984965007,387.7714538574,-4.6953722636,
-495.5684204102,391.9763183594,-4.742612203,
-487.3408610026,387.8638102214,-2.3330879211,
-486.7042338053,389.2932434082,-2.3330879211,
-487.5604960124,390.8648376465,-3.1770795186,
-487.0629679362,390.8173421224,-2.3330879211,
-486.9196166992,387.0034383138,-3.1213823954,
-475.6459350586,414.7816263835,-5.194480896,
-474.9180603027,415.3028462728,-3.524868004,
-476.698832194,415.5716959635,-5.3244043986,
-475.0764770508,415.9504191081,-1.8387069553,
-475.4016927083,417.2798156738,-3.6667073493,
-476.2961730957,417.4223124186,-5.4827919006,
-475.3291015625,413.4864807129,-5.1251195272,
-474.6012268066,414.0077006022,-3.4555066352,
-478.0071004232,414.9084879557,-5.2666295369,
-476.2627563477,412.0024922689,-5.1249885559,
-477.8878580729,412.6344299316,-5.1365750631,
-473.9997660319,415.8706563314,-0.0830878988,
-474.4428100586,413.3601277669,-1.7693455865,
-474.0727132161,413.4511311849,-0.0830878988,
-473.3128356934,414.6665140788,-0.0830878988,
-475.5684916178,417.9616394043,-1.9110882928,
-474.2733561198,418.2784932454,-0.0830878988,
-473.0298461914,417.5169067383,-0.0830878988,
-489.4848632813,444.4428914388,-3.6820500692,
-493.0299275716,443.176961263,-6.3301785787,
-489.6099243164,441.632425944,-1.0339215597,
-496.574991862,439.3177185059,-6.242884318,
-494.1296081543,435.2615966797,-6.1555900574,
-487.230875651,438.7102152507,-1.0339215597,
-484.0810953776,435.985148112,-6.1171112061,
-487.5598246257,433.5853068034,-6.128847758,
-484.7267659505,438.5984700521,-3.5830192566,
-497.5496114095,431.6195170085,-6.0539334615,
-477.8162434896,419.1694437663,-5.5551732381,
-474.4401550293,418.9603169759,-1.9110882928,
-476.824798584,421.4360249837,-5.5995839437,
-474.1763916016,420.6875712077,-5.5995839437,
-473.1450195313,419.2771708171,-3.7390886868,
-480.4771118164,419.1138509115,-5.5260620117,
-480.2653096517,416.703511556,-5.3959058126,
-479.8307902018,464.4313049316,-3.2957496643,
-481.008199056,464.4815368652,-0.5155143738,
-478.7101033529,463.0489400228,-0.6033210754,
-475.470489502,465.4374287923,-6.1637916565,
-475.8842671712,462.2613627116,-6.1637916565,
-478.7668253581,461.7168070475,-3.383556366,
-479.887512207,463.0991719564,2.1769142151,
-482.7459106445,462.0610961914,2.1769142151,
-479.072865804,435.7616475423,-6.0903689067,
-475.646270752,432.3691101074,-5.9384333293,
-479.718536377,438.3749694824,-3.5562769572,
-477.2144165039,438.2632141113,-1.0071792603,
-468.4630432129,437.7540893555,-6.0753631592,
-470.0287679036,433.1763407389,-5.9384333293,
-478.341583252,425.4371236165,-5.7690086365,
-482.2458496094,426.1202290853,-5.7835439046,
-475.7241719564,427.5936991374,-5.8015034993,
-486.5337626139,429.2695007324,-5.9797108968,
-483.3899332682,422.0635375977,-5.5850079854,
-471.59862264,421.3182067871,-5.6671803792,
-470.5672505697,419.9078063965,-3.8066851224,
-471.6296183268,424.223236084,-5.6996752421,
-469.2846171061,420.2215881348,-1.9786847283,
-470.6188761393,418.8293660482,-0.0830878988,
-478.9560241699,408.8658752441,-5.1295801799,
-477.1201171875,408.403717041,-5.1437021891,
-479.818552653,407.2374165853,-5.1054865519,
-477.223642985,407.4246724447,-1.7570800632,
-477.6632486979,406.415822347,-1.7570800632,
-476.5761006673,407.5831705729,-3.4576721117,
-478.4222513835,405.7664082845,-5.0963312785,
-477.4553120931,405.5654703776,-3.434394829,
-479.3855285645,411.313273112,-5.1534322103,
-475.3961283366,409.6625773112,-5.1559677124,
-474.8480733236,411.319539388,-5.1416333516,
-482.0624898275,405.4257100423,-5.1055806478,
-481.4379577637,414.0710652669,-5.2662913005,
-485.809580485,406.4301452637,-5.1177304586,
-485.5145467122,411.9786885579,-5.2425333659,
-477.0157063802,406.5743204753,-0.0830878988,
-465.1639709473,417.1831563314,-5.6307614644,
-467.2543233236,417.4808654785,-3.7927029853,
-462.0786234538,418.7477518717,-5.712340037,
-467.6281534831,419.0081176758,-1.9786847283,
-467.6046346029,424.8693237305,-5.7347768148,
-462.8318277995,422.315419515,-5.7698783875,
-464.4163106283,414.1286519368,-5.573223114,
-466.5066630046,414.426361084,-3.7351646349,
-460.6025695801,411.3446655273,-5.5972633362,
-455.1613667806,415.7405497233,-5.6937789917,
-454.4329732259,411.3919677734,-5.6362406413,
-468.9624125163,417.6158955892,-0.0830878988,
-466.1328328451,412.8991088867,-1.9211463779,
-467.3163045247,413.4087422689,-0.0830878988,
-469.398223877,415.0710245768,-0.0830878988,
-473.5826619466,409.1527608236,-5.1705296834,
-472.5062154134,410.2531229655,-3.469937635,
-474.6591084798,408.0523986816,-3.4842719957,
-473.38965861,408.3631286621,-1.7836799473,
-472.3132120768,409.463490804,-1.7836799473,
-472.8575134277,411.6903584798,-3.4556032742,
-473.3859049479,412.2469584147,-5.1418609619,
-473.3456827799,406.5807698568,-0.0830878988,
-475.9871724447,405.1531270345,-0.0830878988,
-474.2341410319,404.6903483073,-0.0830878988,
-471.3762817383,410.8724568685,-0.0830878988,
-473.0158081055,412.3379618327,-1.7693455865,
-471.7275797526,412.3096923828,-0.0830878988,
-467.570505778,408.3742574056,-0.0830878988,
